FIPS,STATE,COUNTY,POORHLTH,PCP,AIRPOL,RECFAC,FOODHLTH
01001,Alabama,Autauga,3,2,2,1,4
01003,Alabama,Baldwin,1,1,1,1,1
01005,Alabama,Barbour,4,3,4,3,2
01007,Alabama,Bibb,3,4,1,3,4
01009,Alabama,Blount,4,4,2,2,4
01011,Alabama,Bullock,4,3,4,3,3
01013,Alabama,Butler,2,3,3,3,2
01015,Alabama,Calhoun,4,1,4,2,3
01017,Alabama,Chambers,2,2,3,2,1
01019,Alabama,Cherokee,4,4,3,3,1
01021,Alabama,Chilton,4,4,2,2,4
01023,Alabama,Choctaw,4,2,2,3,2
01025,Alabama,Clarke,1,1,2,2,2
01027,Alabama,Clay,2,2,1,3,1
01029,Alabama,Cleburne,4,4,4,3,1
01031,Alabama,Coffee,1,3,4,1,2
01033,Alabama,Colbert,3,1,1,2,4
01035,Alabama,Conecuh,3,2,3,3,3
01037,Alabama,Coosa,1,4,4,3,2
01039,Alabama,Covington,1,2,3,2,1
01041,Alabama,Crenshaw,2,4,4,3,3
01043,Alabama,Cullman,2,2,1,3,1
01045,Alabama,Dale,3,4,4,3,1
01047,Alabama,Dallas,1,1,2,3,2
01049,Alabama,DeKalb,2,4,1,2,1
01051,Alabama,Elmore,2,3,2,3,4
01053,Alabama,Escambia,2,2,1,2,2
01055,Alabama,Etowah,3,1,3,1,3
01057,Alabama,Fayette,4,1,1,3,1
01059,Alabama,Franklin,4,2,1,1,1
01061,Alabama,Geneva,1,3,4,3,4
01063,Alabama,Greene,2,3,1,3,4
01065,Alabama,Hale,2,4,1,3,4
01067,Alabama,Henry,1,4,4,2,4
01069,Alabama,Houston,2,1,3,2,3
01071,Alabama,Jackson,4,1,1,3,1
01073,Alabama,Jefferson,1,1,4,1,3
01075,Alabama,Lamar,4,4,1,3,1
01077,Alabama,Lauderdale,2,2,1,1,3
01079,Alabama,Lawrence,2,3,1,3,4
01081,Alabama,Lee,1,2,2,2,4
01083,Alabama,Limestone,1,3,1,3,4
01085,Alabama,Lowndes,4,4,3,1,4
01087,Alabama,Macon,1,3,4,3,2
01089,Alabama,Madison,1,1,1,1,3
01091,Alabama,Marengo,3,2,2,1,2
01093,Alabama,Marion,2,4,1,3,1
01095,Alabama,Marshall,3,1,3,3,1
01097,Alabama,Mobile,2,1,2,2,3
01099,Alabama,Monroe,3,2,4,3,3
01101,Alabama,Montgomery,1,1,2,1,3
01103,Alabama,Morgan,1,1,1,2,3
01105,Alabama,Perry,4,3,2,3,2
01107,Alabama,Pickens,3,2,1,1,2
01109,Alabama,Pike,3,2,4,2,2
01111,Alabama,Randolph,3,3,4,3,2
01113,Alabama,Russell,3,3,2,1,3
01115,Alabama,St. Clair,2,4,2,3,4
01117,Alabama,Shelby,1,1,1,1,2
01119,Alabama,Sumter,2,3,1,1,3
01121,Alabama,Talladega,4,3,2,3,1
01123,Alabama,Tallapoosa,2,2,2,2,2
01125,Alabama,Tuscaloosa,2,1,1,1,3
01127,Alabama,Walker,4,2,2,1,4
01129,Alabama,Washington,1,4,2,2,2
01131,Alabama,Wilcox,2,3,4,3,4
01133,Alabama,Winston,4,4,1,3,1
02013,Alaska,Aleutians East,NR,NR,NR,NR,NR
02016,Alaska,Aleutians West,1,4,1,2,NR
02020,Alaska,Anchorage,2,2,1,2,NR
02050,Alaska,Bethel,2,3,1,2,NR
02060,Alaska,Bristol Bay,NR,NR,NR,NR,NR
02068,Alaska,Denali,NR,NR,NR,NR,NR
02070,Alaska,Dillingham,1,1,1,2,NR
02090,Alaska,Fairbanks North Star,2,4,1,2,NR
02100,Alaska,Haines,1,1,1,2,NR
02110,Alaska,Juneau,2,1,1,1,NR
02122,Alaska,Kenai Peninsula,3,3,1,1,NR
02130,Alaska,Ketchikan Gateway,3,2,1,1,NR
02150,Alaska,Kodiak Island,1,1,1,2,NR
02164,Alaska,Lake and Peninsula,1,2,1,2,NR
02170,Alaska,Matanuska-Susitna,3,4,1,2,NR
02180,Alaska,Nome,2,3,1,2,NR
02185,Alaska,North Slope,3,4,1,1,NR
02188,Alaska,Northwest Arctic,4,4,1,2,NR
02201,Alaska,Prince of Wales-Outer Ketchikan,4,3,1,2,NR
02220,Alaska,Sitka,2,1,1,1,NR
02232,Alaska,Skagway-Hoonah-Angoon,1,2,1,2,NR
02240,Alaska,Southeast Fairbanks,4,4,1,2,NR
02261,Alaska,Valdez-Cordova,4,3,1,1,NR
02270,Alaska,Wade Hampton,4,2,1,2,NR
02280,Alaska,Wrangell-Petersburg,4,1,1,2,NR
02282,Alaska,Yakutat,NR,NR,NR,NR,NR
02290,Alaska,Yukon-Koyukuk,3,2,1,2,NR
04001,Arizona,Apache,3,4,1,3,4
04003,Arizona,Cochise,3,3,1,1,1
04005,Arizona,Coconino,1,1,1,2,3
04007,Arizona,Gila,4,1,1,1,2
04009,Arizona,Graham,3,2,1,2,2
04011,Arizona,Greenlee,2,2,1,4,2
04012,Arizona,La Paz,4,3,1,4,4
04013,Arizona,Maricopa,1,1,4,2,1
04015,Arizona,Mohave,4,4,1,2,1
04017,Arizona,Navajo,1,2,1,3,4
04019,Arizona,Pima,2,1,1,1,2
04021,Arizona,Pinal,2,4,1,4,4
04023,Arizona,Santa Cruz,1,3,4,4,1
04025,Arizona,Yavapai,3,2,1,1,3
04027,Arizona,Yuma,2,4,1,3,3
05001,Arkansas,Arkansas,3,1,1,3,2
05003,Arkansas,Ashley,4,2,1,3,3
05005,Arkansas,Baxter,1,1,1,1,1
05007,Arkansas,Benton,1,2,1,1,4
05009,Arkansas,Boone,1,1,1,3,2
05011,Arkansas,Bradley,1,1,1,1,2
05013,Arkansas,Calhoun,1,4,1,3,4
05015,Arkansas,Carroll,3,2,1,1,1
05017,Arkansas,Chicot,4,1,4,1,1
05019,Arkansas,Clark,2,2,1,1,1
05021,Arkansas,Clay,2,3,4,2,1
05023,Arkansas,Cleburne,4,1,1,3,1
05025,Arkansas,Cleveland,4,4,1,3,4
05027,Arkansas,Columbia,1,2,1,1,1
05029,Arkansas,Conway,1,1,1,1,3
05031,Arkansas,Craighead,1,1,1,3,4
05033,Arkansas,Crawford,1,2,1,3,4
05035,Arkansas,Crittenden,1,4,4,3,4
05037,Arkansas,Cross,1,3,1,1,2
05039,Arkansas,Dallas,2,3,1,3,2
05041,Arkansas,Desha,4,4,1,2,2
05043,Arkansas,Drew,2,3,1,3,2
05045,Arkansas,Faulkner,2,2,1,1,4
05047,Arkansas,Franklin,1,4,1,3,4
05049,Arkansas,Fulton,2,1,1,3,2
05051,Arkansas,Garland,2,1,1,2,4
05053,Arkansas,Grant,3,4,1,3,4
05055,Arkansas,Greene,2,2,4,2,1
05057,Arkansas,Hempstead,2,3,1,1,2
05059,Arkansas,Hot Spring,2,4,1,2,2
05061,Arkansas,Howard,4,2,1,2,2
05063,Arkansas,Independence,4,1,1,2,2
05065,Arkansas,Izard,4,4,1,2,1
05067,Arkansas,Jackson,4,3,1,1,1
05069,Arkansas,Jefferson,1,1,1,3,3
05071,Arkansas,Johnson,3,1,1,2,2
05073,Arkansas,Lafayette,3,3,4,3,3
05075,Arkansas,Lawrence,2,3,1,3,3
05077,Arkansas,Lee,4,4,1,3,3
05079,Arkansas,Lincoln,2,2,1,2,4
05081,Arkansas,Little River,2,2,1,3,1
05083,Arkansas,Logan,4,3,1,3,1
05085,Arkansas,Lonoke,2,4,1,2,4
05087,Arkansas,Madison,4,4,1,2,4
05089,Arkansas,Marion,3,4,1,3,2
05091,Arkansas,Miller,2,1,4,2,4
05093,Arkansas,Mississippi,4,3,1,3,1
05095,Arkansas,Monroe,3,3,1,3,2
05097,Arkansas,Montgomery,4,4,1,1,3
05099,Arkansas,Nevada,3,3,1,3,3
05101,Arkansas,Newton,3,4,1,3,4
05103,Arkansas,Ouachita,3,2,1,1,3
05105,Arkansas,Perry,4,4,1,3,4
05107,Arkansas,Phillips,2,3,1,3,3
05109,Arkansas,Pike,1,3,1,3,3
05111,Arkansas,Poinsett,3,4,1,3,4
05113,Arkansas,Polk,3,2,1,3,3
05115,Arkansas,Pope,2,2,1,2,1
05117,Arkansas,Prairie,4,4,1,3,1
05119,Arkansas,Pulaski,1,1,1,1,3
05121,Arkansas,Randolph,3,2,1,1,3
05123,Arkansas,St. Francis,3,3,1,2,1
05125,Arkansas,Saline,2,2,1,1,4
05127,Arkansas,Scott,1,4,1,3,3
05129,Arkansas,Searcy,4,3,1,3,4
05131,Arkansas,Sebastian,2,1,1,1,3
05133,Arkansas,Sevier,1,2,1,2,2
05135,Arkansas,Sharp,3,3,1,2,1
05137,Arkansas,Stone,4,2,1,3,3
05139,Arkansas,Union,2,1,1,3,1
05141,Arkansas,Van Buren,2,4,1,2,2
05143,Arkansas,Washington,1,1,1,1,3
05145,Arkansas,White,1,2,1,2,1
05147,Arkansas,Woodruff,2,1,1,3,2
05149,Arkansas,Yell,4,3,1,3,2
06001,California,Alameda,1,1,3,3,1
06003,California,Alpine,NR,NR,NR,NR,NR
06005,California,Amador,4,3,2,2,1
06007,California,Butte,4,3,3,3,4
06009,California,Calaveras,3,4,1,1,1
06011,California,Colusa,2,4,2,4,4
06013,California,Contra Costa,2,2,3,2,2
06015,California,Del Norte,4,3,3,4,2
06017,California,El Dorado,1,2,2,3,4
06019,California,Fresno,3,3,4,4,3
06021,California,Glenn,2,4,2,2,1
06023,California,Humboldt,4,2,2,2,1
06025,California,Imperial,4,4,3,4,4
06027,California,Inyo,1,1,1,1,3
06029,California,Kern,4,3,4,4,3
06031,California,Kings,4,4,4,3,4
06033,California,Lake,4,3,2,4,1
06035,California,Lassen,2,4,1,1,3
06037,California,Los Angeles,2,2,4,3,1
06039,California,Madera,4,4,1,3,4
06041,California,Marin,2,1,3,1,2
06043,California,Mariposa,1,4,1,4,2
06045,California,Mendocino,2,1,2,1,2
06047,California,Merced,3,3,4,4,4
06049,California,Modoc,3,4,1,2,4
06051,California,Mono,3,3,1,3,4
06053,California,Monterey,2,3,1,3,3
06055,California,Napa,2,2,3,1,2
06057,California,Nevada,1,2,1,1,1
06059,California,Orange,1,1,3,3,1
06061,California,Placer,1,1,3,1,2
06063,California,Plumas,1,1,2,1,1
06065,California,Riverside,2,4,4,4,3
06067,California,Sacramento,2,2,4,3,2
06069,California,San Benito,1,4,1,2,3
06071,California,San Bernardino,4,3,4,4,3
06073,California,San Diego,2,2,2,2,2
06075,California,San Francisco,1,1,2,2,1
06077,California,San Joaquin,2,3,4,4,2
06079,California,San Luis Obispo,1,2,1,1,4
06081,California,San Mateo,1,1,2,1,2
06083,California,Santa Barbara,2,2,1,2,3
06085,California,Santa Clara,1,1,3,2,1
06087,California,Santa Cruz,1,1,1,1,3
06089,California,Shasta,2,2,2,3,4
06091,California,Sierra,NR,NR,NR,NR,NR
06093,California,Siskiyou,4,2,1,2,3
06095,California,Solano,3,3,4,3,2
06097,California,Sonoma,2,1,2,2,2
06099,California,Stanislaus,3,3,4,3,3
06101,California,Sutter,2,1,3,2,4
06103,California,Tehama,4,4,2,4,1
06105,California,Trinity,4,3,4,1,3
06107,California,Tulare,4,4,4,4,4
06109,California,Tuolumne,3,2,1,1,1
06111,California,Ventura,2,2,1,2,2
06113,California,Yolo,2,1,3,3,3
06115,California,Yuba,2,4,3,4,4
08001,Colorado,Adams,4,4,4,3,3
08003,Colorado,Alamosa,3,1,1,1,1
08005,Colorado,Arapahoe,2,3,4,2,1
08007,Colorado,Archuleta,1,2,1,1,2
08009,Colorado,Baca,1,4,1,3,4
08011,Colorado,Bent,4,2,1,3,3
08013,Colorado,Boulder,1,1,1,1,2
08014,Colorado,Broomfield,2,2,1,2,3
08015,Colorado,Chaffee,2,1,1,1,1
08017,Colorado,Cheyenne,3,1,1,3,3
08019,Colorado,Clear Creek,2,4,1,2,4
08021,Colorado,Conejos,4,3,1,3,2
08023,Colorado,Costilla,2,2,1,3,4
08025,Colorado,Crowley,4,4,1,3,4
08027,Colorado,Custer,1,4,1,3,3
08029,Colorado,Delta,4,2,1,3,1
08031,Colorado,Denver,3,1,4,3,2
08033,Colorado,Dolores,2,1,1,3,2
08035,Colorado,Douglas,1,3,1,2,2
08037,Colorado,Eagle,1,2,1,1,1
08039,Colorado,Elbert,1,2,1,3,4
08041,Colorado,El Paso,3,4,1,3,3
08043,Colorado,Fremont,4,4,1,2,2
08045,Colorado,Garfield,3,3,1,3,1
08047,Colorado,Gilpin,3,4,1,3,4
08049,Colorado,Grand,1,1,1,3,2
08051,Colorado,Gunnison,2,2,1,1,2
08053,Colorado,Hinsdale,NR,NR,NR,NR,NR
08055,Colorado,Huerfano,4,4,1,3,4
08057,Colorado,Jackson,NR,NR,NR,NR,NR
08059,Colorado,Jefferson,2,2,1,2,2
08061,Colorado,Kiowa,NR,NR,NR,NR,NR
08063,Colorado,Kit Carson,1,3,1,2,3
08065,Colorado,Lake,4,4,1,3,1
08067,Colorado,La Plata,1,1,1,2,1
08069,Colorado,Larimer,2,2,1,1,2
08071,Colorado,Las Animas,4,4,1,2,3
08073,Colorado,Lincoln,3,1,1,3,3
08075,Colorado,Logan,2,3,1,2,3
08077,Colorado,Mesa,3,2,1,2,4
08079,Colorado,Mineral,NR,NR,NR,NR,NR
08081,Colorado,Moffat,4,4,1,2,2
08083,Colorado,Montezuma,3,3,1,3,3
08085,Colorado,Montrose,3,3,1,2,2
08087,Colorado,Morgan,4,3,1,2,1
08089,Colorado,Otero,4,3,1,3,1
08091,Colorado,Ouray,1,1,1,1,1
08093,Colorado,Park,2,4,1,3,4
08095,Colorado,Phillips,2,2,1,1,4
08097,Colorado,Pitkin,1,2,1,1,1
08099,Colorado,Prowers,4,4,1,3,3
08101,Colorado,Pueblo,4,2,1,3,4
08103,Colorado,Rio Blanco,2,1,1,3,2
08105,Colorado,Rio Grande,3,3,1,1,2
08107,Colorado,Routt,1,1,1,1,1
08109,Colorado,Saguache,3,3,1,3,4
08111,Colorado,San Juan,NR,NR,NR,NR,NR
08113,Colorado,San Miguel,1,1,1,1,1
08115,Colorado,Sedgwick,3,1,1,3,3
08117,Colorado,Summit,1,1,1,1,1
08119,Colorado,Teller,2,2,1,1,4
08121,Colorado,Washington,3,4,1,3,4
08123,Colorado,Weld,3,3,4,2,4
08125,Colorado,Yuma,2,2,1,3,3
09001,Connecticut,Fairfield,1,2,4,1,2
09003,Connecticut,Hartford,2,1,2,2,2
09005,Connecticut,Litchfield,3,4,1,3,1
09007,Connecticut,Middlesex,1,2,2,1,3
09009,Connecticut,New Haven,4,1,4,4,3
09011,Connecticut,New London,3,3,1,4,4
09013,Connecticut,Tolland,2,3,3,3,4
09015,Connecticut,Windham,4,4,1,2,1
10001,Delaware,Kent,3,3,1,3,3
10003,Delaware,New Castle,1,1,3,2,2
10005,Delaware,Sussex,2,2,1,1,1
11001,District of Columbia,District of Columbia,1,1,1,1,1
12001,Florida,Alachua,2,1,1,1,4
12003,Florida,Baker,4,3,1,1,4
12005,Florida,Bay,2,2,3,2,4
12007,Florida,Bradford,2,4,1,4,1
12009,Florida,Brevard,3,1,3,2,3
12011,Florida,Broward,1,2,1,2,1
12013,Florida,Calhoun,4,3,4,4,2
12015,Florida,Charlotte,2,2,1,1,3
12017,Florida,Citrus,4,3,1,3,1
12019,Florida,Clay,1,2,1,2,3
12021,Florida,Collier,1,2,1,1,3
12023,Florida,Columbia,4,3,1,1,2
12027,Florida,DeSoto,2,3,1,4,1
12029,Florida,Dixie,4,4,1,4,1
12031,Florida,Duval,3,1,1,2,2
12033,Florida,Escambia,2,1,4,3,3
12035,Florida,Flagler,2,3,1,3,1
12037,Florida,Franklin,2,3,3,2,1
12039,Florida,Gadsden,2,4,4,4,4
12041,Florida,Gilchrist,4,4,1,4,4
12043,Florida,Glades,1,2,1,4,2
12045,Florida,Gulf,3,2,4,4,1
12047,Florida,Hamilton,4,4,3,4,3
12049,Florida,Hardee,1,4,1,4,1
12051,Florida,Hendry,1,4,3,3,2
12053,Florida,Hernando,4,2,1,2,4
12055,Florida,Highlands,2,2,1,1,1
12057,Florida,Hillsborough,2,1,1,2,3
12059,Florida,Holmes,3,3,4,4,2
12061,Florida,Indian River,1,2,1,2,4
12063,Florida,Jackson,2,3,4,4,1
12065,Florida,Jefferson,2,4,4,3,4
12067,Florida,Lafayette,4,4,1,4,2
12069,Florida,Lake,2,2,1,3,4
12071,Florida,Lee,1,2,1,2,3
12073,Florida,Leon,1,1,4,2,3
12075,Florida,Levy,4,4,1,2,1
12077,Florida,Liberty,4,2,4,4,4
12079,Florida,Madison,3,4,4,1,3
12081,Florida,Manatee,2,2,1,3,2
12083,Florida,Marion,3,2,1,3,4
12085,Florida,Martin,1,1,1,1,3
12086,Florida,Miami-Dade,1,1,1,2,1
12087,Florida,Monroe,2,2,1,1,1
12089,Florida,Nassau,3,3,1,1,4
12091,Florida,Okaloosa,3,1,3,1,3
12093,Florida,Okeechobee,3,3,1,3,1
12095,Florida,Orange,1,1,1,2,2
12097,Florida,Osceola,3,3,1,4,3
12099,Florida,Palm Beach,1,1,1,1,2
12101,Florida,Pasco,4,3,1,3,3
12103,Florida,Pinellas,2,1,1,1,2
12105,Florida,Polk,2,2,1,3,4
12107,Florida,Putnam,3,4,1,3,1
12109,Florida,St. Johns,1,1,1,1,3
12111,Florida,St. Lucie,2,3,1,3,4
12113,Florida,Santa Rosa,4,1,3,2,4
12115,Florida,Sarasota,1,1,1,1,2
12117,Florida,Seminole,1,1,1,1,2
12119,Florida,Sumter,1,4,1,3,1
12121,Florida,Suwannee,3,4,1,3,2
12123,Florida,Taylor,4,4,4,2,2
12125,Florida,Union,4,3,1,4,2
12127,Florida,Volusia,2,1,1,1,3
12129,Florida,Wakulla,2,4,3,2,4
12131,Florida,Walton,3,3,4,3,2
12133,Florida,Washington,4,4,4,4,4
13001,Georgia,Appling,4,3,1,1,2
13003,Georgia,Atkinson,3,2,1,3,3
13005,Georgia,Bacon,2,1,1,1,2
13007,Georgia,Baker,3,2,4,3,4
13009,Georgia,Baldwin,4,1,1,2,1
13011,Georgia,Banks,1,4,1,1,1
13013,Georgia,Barrow,2,3,1,3,3
13015,Georgia,Bartow,2,3,4,2,3
13017,Georgia,Ben Hill,1,3,2,2,1
13019,Georgia,Berrien,2,4,2,2,2
13021,Georgia,Bibb,1,1,1,2,3
13023,Georgia,Bleckley,3,3,1,3,1
13025,Georgia,Brantley,3,4,1,2,4
13027,Georgia,Brooks,3,4,4,3,4
13029,Georgia,Bryan,2,1,1,1,4
13031,Georgia,Bulloch,1,2,1,3,2
13033,Georgia,Burke,3,2,1,3,4
13035,Georgia,Butts,2,3,4,1,4
13037,Georgia,Calhoun,3,3,4,3,3
13039,Georgia,Camden,1,2,1,2,2
13043,Georgia,Candler,1,3,2,3,1
13045,Georgia,Carroll,2,2,4,1,4
13047,Georgia,Catoosa,4,3,2,1,3
13049,Georgia,Charlton,4,4,1,3,2
13051,Georgia,Chatham,2,1,1,1,3
13053,Georgia,Chattahoochee,3,1,3,2,4
13055,Georgia,Chattooga,4,3,4,3,1
13057,Georgia,Cherokee,1,3,3,1,3
13059,Georgia,Clarke,1,1,3,1,3
13061,Georgia,Clay,3,4,4,3,4
13063,Georgia,Clayton,2,4,1,3,3
13065,Georgia,Clinch,2,3,1,3,2
13067,Georgia,Cobb,1,2,4,1,2
13069,Georgia,Coffee,4,3,1,3,2
13071,Georgia,Colquitt,4,2,4,1,2
13073,Georgia,Columbia,1,1,1,1,3
13075,Georgia,Cook,2,1,3,3,1
13077,Georgia,Coweta,1,3,4,1,3
13079,Georgia,Crawford,2,4,1,3,4
13081,Georgia,Crisp,2,1,3,1,2
13083,Georgia,Dade,2,2,1,2,4
13085,Georgia,Dawson,1,1,1,1,4
13087,Georgia,Decatur,2,3,4,1,2
13089,Georgia,DeKalb,1,1,1,2,2
13091,Georgia,Dodge,1,2,2,3,1
13093,Georgia,Dooly,4,4,1,3,3
13095,Georgia,Dougherty,2,1,4,2,4
13097,Georgia,Douglas,2,3,4,2,3
13099,Georgia,Early,4,3,4,2,2
13101,Georgia,Echols,NR,NR,NR,NR,NR
13103,Georgia,Effingham,1,4,1,3,4
13105,Georgia,Elbert,4,3,4,3,2
13107,Georgia,Emanuel,4,3,2,3,3
13109,Georgia,Evans,4,2,1,3,1
13111,Georgia,Fannin,3,1,1,3,1
13113,Georgia,Fayette,1,1,4,2,2
13115,Georgia,Floyd,3,1,4,1,3
13117,Georgia,Forsyth,1,3,1,1,3
13119,Georgia,Franklin,1,2,1,1,1
13121,Georgia,Fulton,1,1,3,1,3
13123,Georgia,Gilmer,4,1,3,3,1
13125,Georgia,Glascock,3,2,1,3,4
13127,Georgia,Glynn,1,1,1,1,3
13129,Georgia,Gordon,2,2,3,2,1
13131,Georgia,Grady,3,3,4,1,1
13133,Georgia,Greene,4,1,3,3,1
13135,Georgia,Gwinnett,1,2,1,1,2
13137,Georgia,Habersham,1,2,1,3,1
13139,Georgia,Hall,1,2,1,3,3
13141,Georgia,Hancock,3,4,1,3,2
13143,Georgia,Haralson,3,2,4,1,4
13145,Georgia,Harris,1,2,1,2,3
13147,Georgia,Hart,3,2,1,1,1
13149,Georgia,Heard,3,4,4,3,4
13151,Georgia,Henry,1,2,1,2,3
13153,Georgia,Houston,1,2,1,2,3
13155,Georgia,Irwin,1,3,2,3,2
13157,Georgia,Jackson,3,3,3,2,1
13159,Georgia,Jasper,2,2,1,2,4
13161,Georgia,Jeff Davis,4,2,1,3,2
13163,Georgia,Jefferson,3,2,1,3,1
13165,Georgia,Jenkins,3,3,1,3,2
13167,Georgia,Johnson,4,4,2,3,3
13169,Georgia,Jones,4,3,1,1,4
13171,Georgia,Lamar,3,2,4,1,3
13173,Georgia,Lanier,2,1,2,3,4
13175,Georgia,Laurens,2,1,2,2,2
13177,Georgia,Lee,1,4,4,2,3
13179,Georgia,Liberty,2,4,1,3,4
13181,Georgia,Lincoln,4,3,1,1,2
13183,Georgia,Long,2,2,1,3,4
13185,Georgia,Lowndes,2,1,1,2,3
13187,Georgia,Lumpkin,1,3,1,2,1
13189,Georgia,McDuffie,4,2,1,3,4
13191,Georgia,McIntosh,3,4,1,3,4
13193,Georgia,Macon,4,4,4,3,1
13195,Georgia,Madison,4,4,3,2,4
13197,Georgia,Marion,2,4,4,3,4
13199,Georgia,Meriwether,1,4,2,3,4
13201,Georgia,Miller,3,1,4,3,2
13205,Georgia,Mitchell,3,3,4,3,2
13207,Georgia,Monroe,4,2,1,2,4
13209,Georgia,Montgomery,1,4,2,3,3
13211,Georgia,Morgan,1,3,1,3,2
13213,Georgia,Murray,4,4,2,3,4
13215,Georgia,Muscogee,2,1,3,2,3
13217,Georgia,Newton,2,4,1,2,3
13219,Georgia,Oconee,1,1,1,1,3
13221,Georgia,Oglethorpe,4,3,3,2,4
13223,Georgia,Paulding,4,4,3,1,3
13225,Georgia,Peach,4,4,1,3,1
13227,Georgia,Pickens,1,2,3,2,4
13229,Georgia,Pierce,4,2,1,3,2
13231,Georgia,Pike,2,4,4,1,4
13233,Georgia,Polk,4,4,3,2,1
13235,Georgia,Pulaski,2,1,3,3,1
13237,Georgia,Putnam,2,3,3,3,1
13239,Georgia,Quitman,3,2,4,3,2
13241,Georgia,Rabun,1,2,1,2,1
13243,Georgia,Randolph,1,4,4,3,2
13245,Georgia,Richmond,2,1,1,2,3
13247,Georgia,Rockdale,1,1,1,2,3
13249,Georgia,Schley,3,4,4,3,1
13251,Georgia,Screven,2,4,1,3,3
13253,Georgia,Seminole,1,1,4,3,2
13255,Georgia,Spalding,2,2,4,2,4
13257,Georgia,Stephens,4,1,1,1,1
13259,Georgia,Stewart,3,3,4,3,3
13261,Georgia,Sumter,2,2,4,3,1
13263,Georgia,Talbot,3,2,1,1,4
13265,Georgia,Taliaferro,NR,NR,NR,NR,NR
13267,Georgia,Tattnall,4,4,1,3,1
13269,Georgia,Taylor,4,4,1,3,2
13271,Georgia,Telfair,3,3,2,3,2
13273,Georgia,Terrell,4,4,4,3,4
13275,Georgia,Thomas,2,1,4,1,2
13277,Georgia,Tift,2,1,2,1,1
13279,Georgia,Toombs,2,1,2,3,2
13281,Georgia,Towns,1,1,1,3,1
13283,Georgia,Treutlen,1,4,2,3,1
13285,Georgia,Troup,2,3,4,3,1
13287,Georgia,Turner,3,2,3,3,1
13289,Georgia,Twiggs,1,4,1,3,4
13291,Georgia,Union,1,1,1,1,2
13293,Georgia,Upson,4,2,2,3,1
13295,Georgia,Walker,4,4,2,2,4
13297,Georgia,Walton,1,3,1,3,3
13299,Georgia,Ware,4,1,1,1,2
13301,Georgia,Warren,4,4,1,3,1
13303,Georgia,Washington,2,1,1,3,2
13305,Georgia,Wayne,3,2,1,2,2
13307,Georgia,Webster,NR,NR,NR,NR,NR
13309,Georgia,Wheeler,2,4,2,3,4
13311,Georgia,White,4,3,1,2,1
13313,Georgia,Whitfield,2,1,3,2,3
13315,Georgia,Wilcox,3,2,3,3,1
13317,Georgia,Wilkes,3,3,1,3,2
13319,Georgia,Wilkinson,4,4,1,3,3
13321,Georgia,Worth,4,3,4,1,4
15001,Hawaii,Hawaii,4,4,1,2,NR
15003,Hawaii,Honolulu,1,1,1,4,NR
15005,Hawaii,Kalawao,NR,NR,NR,NR,NR
15007,Hawaii,Kauai,2,2,1,3,NR
15009,Hawaii,Maui,2,3,1,1,NR
16001,Idaho,Ada,1,1,4,2,2
16003,Idaho,Adams,3,4,4,3,2
16005,Idaho,Bannock,3,1,2,3,3
16007,Idaho,Bear Lake,4,1,1,3,3
16009,Idaho,Benewah,3,3,3,3,3
16011,Idaho,Bingham,2,3,3,3,1
16013,Idaho,Blaine,1,1,3,1,1
16015,Idaho,Boise,3,4,4,2,4
16017,Idaho,Bonner,2,2,3,1,2
16019,Idaho,Bonneville,1,3,3,2,3
16021,Idaho,Boundary,3,1,1,1,2
16023,Idaho,Butte,4,2,2,3,3
16025,Idaho,Camas,NR,NR,NR,NR,NR
16027,Idaho,Canyon,3,3,1,3,4
16029,Idaho,Caribou,3,4,1,3,3
16031,Idaho,Cassia,1,2,1,2,2
16033,Idaho,Clark,NR,NR,NR,NR,NR
16035,Idaho,Clearwater,4,1,3,3,2
16037,Idaho,Custer,1,4,4,3,3
16039,Idaho,Elmore,2,3,2,2,2
16041,Idaho,Franklin,2,3,1,3,4
16043,Idaho,Fremont,1,2,2,2,1
16045,Idaho,Gem,3,2,4,1,4
16047,Idaho,Gooding,4,3,2,3,2
16049,Idaho,Idaho,3,2,3,2,3
16051,Idaho,Jefferson,2,4,2,3,4
16053,Idaho,Jerome,3,2,2,3,2
16055,Idaho,Kootenai,2,1,4,1,4
16057,Idaho,Latah,1,2,3,2,1
16059,Idaho,Lemhi,3,3,4,2,3
16061,Idaho,Lewis,2,2,3,3,4
16063,Idaho,Lincoln,2,3,2,3,4
16065,Idaho,Madison,1,3,2,3,1
16067,Idaho,Minidoka,3,4,1,3,1
16069,Idaho,Nez Perce,3,2,3,1,3
16071,Idaho,Oneida,1,4,1,3,2
16073,Idaho,Owyhee,4,4,1,3,4
16075,Idaho,Payette,4,4,4,2,1
16077,Idaho,Power,1,4,2,3,4
16079,Idaho,Shoshone,4,1,3,1,1
16081,Idaho,Teton,2,1,1,1,2
16083,Idaho,Twin Falls,2,2,1,2,1
16085,Idaho,Valley,1,1,4,1,1
16087,Idaho,Washington,3,3,4,1,3
17001,Illinois,Adams,3,1,2,2,2
17003,Illinois,Alexander,2,4,2,4,4
17005,Illinois,Bond,4,2,1,3,4
17007,Illinois,Boone,2,2,4,3,3
17009,Illinois,Brown,2,2,2,1,1
17011,Illinois,Bureau,3,2,1,4,2
17013,Illinois,Calhoun,2,1,1,1,4
17015,Illinois,Carroll,1,3,4,4,3
17017,Illinois,Cass,4,4,2,4,1
